name,url,rating,location,city,area,cuisine,price,reviews,restaurant_type,num_ratings,online_delivery,table_booking,avg_cost_for_two,is_delivering_now,switch_to_order_menu
Mmmuffins,https://en.wikipedia.org/wiki/List_of_doughnut_shops,4.0,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,High,2499,Fine Dining,2190,Yes,No,2311.0,Yes,Yes
Mochinut,https://en.wikipedia.org/wiki/List_of_doughnut_shops,3.3,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,Low,4417,Fine Dining,4126,No,Yes,130.0,No,No
Round Rock Donuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,4.8,"Bandra, Mumbai",Mumbai,Bandra,Dessert,High,737,Fine Dining,497,No,No,2448.0,No,No
Psycho Donuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,3.5,"Edappally, Kochi",Kochi,Edappally,Dessert,Medium,2452,Dessert,3876,Yes,No,769.0,Yes,Yes
Randy's Donuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,3.3,"Connaught Place, Delhi",Delhi,Connaught Place,Dessert,Medium,1737,Dessert,1116,Yes,No,682.0,Yes,Yes
Robin's Donuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,4.8,"Karol Bagh, Delhi",Delhi,Karol Bagh,Dessert,High,1913,Fine Dining,2476,Yes,No,1826.0,No,Yes
ShipleyDo-Nuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,3.4,"MG Road, Bangalore",Bangalore,MG Road,Restaurant,Medium,4158,Dessert,2819,No,No,1028.0,No,No
Spudnut Shops,https://en.wikipedia.org/wiki/List_of_doughnut_shops,4.4,"MG Road, Bangalore",Bangalore,MG Road,Restaurant,Low,386,Casual Dining,3518,Yes,No,391.0,Yes,Yes
SuzyQ Doughnuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,3.9,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,High,2690,Fine Dining,106,No,No,1564.0,No,No
Tim Hortons,https://en.wikipedia.org/wiki/List_of_doughnut_shops,3.4,"MG Road, Bangalore",Bangalore,MG Road,Restaurant,Low,3097,Fine Dining,698,No,Yes,141.0,No,No
Top Pot Doughnuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,4.0,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,Low,4347,Fast Food,3561,No,No,258.0,No,No
Voodoo Doughnut,https://en.wikipedia.org/wiki/List_of_doughnut_shops,4.2,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,2301,Fast Food,3386,Yes,No,306.0,Yes,Yes
Winchell's Donuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,4.9,"Fort Kochi, Kochi",Kochi,Fort Kochi,Dessert,Medium,1133,Fast Food,1323,Yes,Yes,902.0,Yes,Yes
World's Best Donuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,3.2,"Fort Kochi, Kochi",Kochi,Fort Kochi,Dessert,High,4132,Fine Dining,2276,Yes,No,1554.0,Yes,Yes
Yum-Yum Donuts,https://en.wikipedia.org/wiki/List_of_doughnut_shops,2.9,"MG Road, Bangalore",Bangalore,MG Road,Dessert,High,4495,Fine Dining,2377,Yes,No,1685.0,Yes,Yes
Amorino,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.3,"MG Road, Bangalore",Bangalore,MG Road,Restaurant,Low,3300,Dessert,659,Yes,No,260.0,Yes,Yes
Abbott's Frozen Custard,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.7,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,Low,2680,Fast Food,1121,Yes,Yes,137.0,Yes,Yes
Afters Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Saket, Delhi",Delhi,Saket,Dessert,High,1618,Fine Dining,1193,No,No,1385.0,No,No
Ample Hills Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,High,4521,Fine Dining,2339,Yes,No,2429.0,Yes,Yes
Amy's Ice Creams,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.4,"Saket, Delhi",Delhi,Saket,Dessert,High,817,Fine Dining,1723,No,Yes,1925.0,No,No
Andy's Frozen Custard,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.5,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,Medium,387,Dessert,2471,Yes,No,723.0,Yes,Yes
Australian Homemade,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.6,"Edappally, Kochi",Kochi,Edappally,Restaurant,Low,1069,Casual Dining,3022,No,Yes,154.0,No,No
Baskin-Robbins,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.2,"Edappally, Kochi",Kochi,Edappally,Restaurant,Medium,3713,Fast Food,2046,Yes,No,411.0,Yes,Yes
Ben & Jerry's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.2,"Bandra, Mumbai",Mumbai,Bandra,Restaurant,Medium,1201,Casual Dining,1086,Yes,Yes,1175.0,No,Yes
Big Gay Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.7,"Karol Bagh, Delhi",Delhi,Karol Bagh,Dessert,Low,2502,Casual Dining,1999,Yes,No,292.0,Yes,Yes
Bob's Famous Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.8,"Saket, Delhi",Delhi,Saket,Dessert,Medium,1226,Dessert,3288,Yes,No,851.0,Yes,Yes
Bresler's 33 Flavors,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.6,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,Low,3851,Dessert,1233,Yes,Yes,157.0,Yes,Yes
Brigham's Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.8,"Colaba, Mumbai",Mumbai,Colaba,Dessert,Low,4061,Fast Food,2371,No,Yes,143.0,No,No
Bruster's Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.4,"Edappally, Kochi",Kochi,Edappally,Dessert,Medium,4068,Dessert,1736,Yes,Yes,1174.0,Yes,Yes
Cadwaladers,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,High,1960,Fine Dining,1056,Yes,No,1470.0,No,Yes
Carvel,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.0,"Saket, Delhi",Delhi,Saket,Restaurant,Medium,3293,Fine Dining,4433,Yes,Yes,566.0,Yes,Yes
Ciao Bella Gelato Company,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.9,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Low,3692,Casual Dining,1501,No,No,142.0,No,No
Cold Rock Ice Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.2,"Edappally, Kochi",Kochi,Edappally,Dessert,High,4075,Fine Dining,407,No,No,2036.0,No,No
Cold Stone Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.8,"MG Road, Bangalore",Bangalore,MG Road,Restaurant,High,914,Fine Dining,1031,Yes,No,1426.0,Yes,Yes
Coolhaus,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.7,"Bandra, Mumbai",Mumbai,Bandra,Restaurant,High,4417,Fine Dining,3848,No,Yes,1625.0,No,No
Coppelia,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.5,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Medium,4546,Fine Dining,3749,No,Yes,1006.0,No,No
Cows Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,High,1927,Fine Dining,2381,No,No,2031.0,No,No
Dairy Queen,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.1,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,High,915,Fine Dining,1291,No,Yes,2408.0,No,No
Dippin' Dots,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.3,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,Medium,4651,Fine Dining,1193,No,Yes,798.0,No,No
Emack & Bolio's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.9,"Bandra, Mumbai",Mumbai,Bandra,Restaurant,High,243,Fine Dining,3246,Yes,No,1726.0,No,Yes
Farrell's Ice Cream Parlour,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.2,"Andheri, Mumbai",Mumbai,Andheri,Dessert,Medium,2707,Fine Dining,1339,No,Yes,425.0,No,No
Fifty Licks,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,5.0,"MG Road, Bangalore",Bangalore,MG Road,Restaurant,High,4585,Fine Dining,2887,Yes,No,2399.0,Yes,Yes
Frankie & Jo's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.3,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,Low,2726,Fine Dining,3561,No,Yes,152.0,No,No
Friendly's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.9,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,Medium,2058,Fast Food,3325,Yes,No,727.0,Yes,Yes
Full Tilt Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.2,"Bandra, Mumbai",Mumbai,Bandra,Dessert,High,4456,Fine Dining,2443,Yes,Yes,1628.0,No,Yes
G&D's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,574,Dessert,3874,Yes,No,249.0,Yes,Yes
Good Times Burgers & Frozen Custard,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.5,"Whitefield, Bangalore",Bangalore,Whitefield,Fast Food,Low,2533,Fast Food,288,Yes,No,228.0,No,Yes
Graeter's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.3,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,Low,3263,Fast Food,1383,No,No,141.0,No,No
Grido Helado,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.7,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,High,2897,Fine Dining,356,Yes,No,1492.0,Yes,Yes
Häagen-Dazs,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.1,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Medium,91,Fine Dining,1700,Yes,Yes,629.0,Yes,Yes
Handel's Homemade Ice Cream & Yogurt,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.7,"Karol Bagh, Delhi",Delhi,Karol Bagh,Dessert,Medium,4272,Casual Dining,292,Yes,Yes,792.0,Yes,Yes
Herrell's Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.6,"Edappally, Kochi",Kochi,Edappally,Dessert,Low,671,Dessert,3851,Yes,Yes,349.0,Yes,Yes
High's Dairy Store,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,Low,1461,Dessert,548,Yes,No,237.0,Yes,Yes
Island Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.1,"Edappally, Kochi",Kochi,Edappally,Restaurant,High,1234,Fine Dining,1112,Yes,No,2358.0,No,Yes
Jahn's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.8,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,Medium,4395,Fine Dining,162,No,Yes,988.0,No,No
Jeni's Splendid Ice Creams,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.5,"Fort Kochi, Kochi",Kochi,Fort Kochi,Dessert,Medium,438,Casual Dining,858,Yes,Yes,618.0,Yes,Yes
J.P. Licks,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.8,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,4430,Dessert,931,Yes,No,200.0,Yes,Yes
KaleidoScoops,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.9,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Medium,4819,Fast Food,1919,No,No,606.0,No,No
Kaspa's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Low,4764,Casual Dining,2344,Yes,No,234.0,No,Yes
Kopp's Frozen Custard,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.5,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,Low,2242,Fast Food,1076,No,No,291.0,No,No
Kawartha Dairy Company,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.5,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Low,126,Fast Food,2365,Yes,Yes,363.0,Yes,Yes
Kilwins,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.1,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,4507,Fast Food,245,No,No,352.0,No,No
Kline's Dairy Bar,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.6,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,Medium,550,Fast Food,4181,Yes,Yes,706.0,Yes,Yes
Lappert's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.9,"Saket, Delhi",Delhi,Saket,Restaurant,Medium,3059,Casual Dining,885,Yes,No,868.0,Yes,Yes
Laura Secord Chocolates,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.7,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,High,32,Fine Dining,2359,Yes,No,1978.0,Yes,Yes
MADO,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.3,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Low,2903,Fine Dining,444,No,Yes,295.0,No,No
MaggieMoo's Ice Cream and Treatery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Kakkanad, Kochi",Kochi,Kakkanad,Dessert,Low,904,Fast Food,1568,Yes,No,201.0,Yes,Yes
Marble Slab Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.4,"Saket, Delhi",Delhi,Saket,Restaurant,Medium,3659,Dessert,2395,No,No,833.0,No,No
Mashti Malone's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Saket, Delhi",Delhi,Saket,Restaurant,Medium,2546,Casual Dining,3056,Yes,Yes,968.0,Yes,Yes
McConnell's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.1,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Low,4233,Casual Dining,819,No,No,147.0,No,No
Meadows Frozen Custard,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.6,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Medium,2767,Fast Food,1222,Yes,No,1107.0,Yes,Yes
Mixue Ice Cream & Tea,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.0,"Bandra, Mumbai",Mumbai,Bandra,Dessert,High,2728,Fine Dining,833,Yes,Yes,2038.0,No,Yes
Morelli's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.7,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,High,4936,Fine Dining,1455,Yes,No,1333.0,Yes,Yes
Natural Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.0,"Edappally, Kochi",Kochi,Edappally,Dessert,Low,4688,Fine Dining,380,No,No,233.0,No,No
New Zealand Natural,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.7,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,Medium,815,Dessert,1084,Yes,No,1101.0,Yes,Yes
Newport Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.7,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,Low,4343,Casual Dining,556,Yes,No,209.0,Yes,Yes
Oberweis Dairy,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.7,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Low,680,Fast Food,2720,No,No,212.0,No,No
Rita's Italian Ice,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,Low,4532,Fast Food,3507,Yes,No,310.0,No,Yes
Rossi's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.8,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,High,2047,Fine Dining,3424,Yes,No,1638.0,Yes,Yes
Salt & Straw,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.8,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,High,4175,Fine Dining,1909,No,Yes,1763.0,No,No
Shake Shack,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.9,"Saket, Delhi",Delhi,Saket,Restaurant,Medium,3641,Fine Dining,4025,No,Yes,820.0,No,No
Shake's Frozen Custard,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.4,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,Low,1576,Casual Dining,1068,Yes,Yes,151.0,Yes,Yes
Steve's Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.5,"Edappally, Kochi",Kochi,Edappally,Dessert,Medium,1894,Fast Food,4399,Yes,Yes,532.0,Yes,Yes
Strickland's Frozen Custard,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.6,"Edappally, Kochi",Kochi,Edappally,Restaurant,Low,4786,Dessert,1266,Yes,Yes,316.0,Yes,Yes
Sugar Hill Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.5,"Saket, Delhi",Delhi,Saket,Restaurant,Low,1772,Fast Food,2649,Yes,Yes,204.0,No,Yes
Sweet Rose Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.8,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,Medium,1832,Fast Food,1644,Yes,No,662.0,Yes,Yes
Swensen's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.1,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,High,413,Fine Dining,1702,Yes,Yes,1874.0,Yes,Yes
Tastee-Freez,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.7,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,3524,Fine Dining,209,No,Yes,113.0,No,No
Thrifty Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.9,"Whitefield, Bangalore",Bangalore,Whitefield,Dessert,High,2439,Fine Dining,2312,Yes,No,1272.0,Yes,Yes
Tipsy Scoop,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.8,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Medium,3783,Dessert,578,No,No,764.0,No,No
Toscanini's,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.2,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,High,1444,Fine Dining,724,Yes,Yes,2126.0,Yes,Yes
Twistee Treat,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.4,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Medium,3543,Fine Dining,3552,No,Yes,1006.0,No,No
Udders,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.3,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Medium,2391,Casual Dining,1944,Yes,No,940.0,No,Yes
United Dairy Farmers,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.9,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Medium,263,Casual Dining,1705,Yes,Yes,1054.0,No,Yes
Van Leeuwen Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.7,"Whitefield, Bangalore",Bangalore,Whitefield,Dessert,Low,2575,Casual Dining,2708,Yes,Yes,364.0,Yes,Yes
Wanderlust Creamery,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,2.8,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,Medium,4277,Dessert,2864,Yes,No,1200.0,No,Yes
Wendy's Milk Bar,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,3.1,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,High,4127,Fine Dining,1129,Yes,Yes,1999.0,No,Yes
Whitey's Ice Cream,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.6,"Fort Kochi, Kochi",Kochi,Fort Kochi,Dessert,High,2239,Fine Dining,4829,No,No,2445.0,No,No
% Arabica,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Low,1612,Dessert,276,Yes,Yes,370.0,Yes,Yes
321 Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.5,"Colaba, Mumbai",Mumbai,Colaba,Cafe,Low,4132,Fast Food,2266,Yes,Yes,289.0,Yes,Yes
5 to go,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.7,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,High,4744,Fine Dining,1461,No,No,2309.0,No,No
7 Brew,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.4,"Edappally, Kochi",Kochi,Edappally,Restaurant,Medium,841,Fine Dining,2619,No,Yes,801.0,No,No
85C Bakery Cafe,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.7,"Colaba, Mumbai",Mumbai,Colaba,Cafe,High,4732,Fine Dining,715,Yes,No,2478.0,No,Yes
Aida,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.4,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,3468,Cafe,2933,Yes,No,172.0,Yes,Yes
AMT Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,Medium,2007,Fast Food,2558,Yes,No,745.0,No,Yes
ANGELINUS,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,Low,3471,Cafe,1645,Yes,No,235.0,Yes,Yes
Arcaffe,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.5,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,Medium,3566,Fast Food,213,Yes,No,1055.0,Yes,Yes
Aroma Café,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.4,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,High,1271,Fine Dining,3248,Yes,No,1991.0,Yes,Yes
Aroma Espresso Bar,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Karol Bagh, Delhi",Delhi,Karol Bagh,Restaurant,Medium,2226,Fine Dining,2129,No,Yes,889.0,No,No
Aroma Joe's,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.4,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,Low,377,Casual Dining,2593,Yes,No,220.0,Yes,Yes
Au Bon Pain,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Edappally, Kochi",Kochi,Edappally,Restaurant,Low,1778,Fast Food,2782,Yes,No,345.0,No,Yes
Barista,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.1,"Bandra, Mumbai",Mumbai,Bandra,Restaurant,High,4968,Fine Dining,3850,Yes,No,2304.0,Yes,Yes
Barista Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,5.0,"Saket, Delhi",Delhi,Saket,Cafe,Medium,842,Fine Dining,2031,No,Yes,1170.0,No,No
Bewley's,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.1,"Edappally, Kochi",Kochi,Edappally,Restaurant,Medium,3236,Cafe,420,Yes,No,738.0,Yes,Yes
Biggby Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Bandra, Mumbai",Mumbai,Bandra,Cafe,High,4204,Fine Dining,1996,No,Yes,1355.0,No,No
Black Sheep Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"MG Road, Bangalore",Bangalore,MG Road,Cafe,Low,2601,Cafe,430,Yes,No,124.0,Yes,Yes
Blank Street Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"MG Road, Bangalore",Bangalore,MG Road,Cafe,Low,3305,Cafe,3165,No,No,126.0,No,No
Blenz Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Saket, Delhi",Delhi,Saket,Cafe,Low,143,Cafe,3237,Yes,No,237.0,Yes,Yes
Blue Bottle Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Indiranagar, Bangalore",Bangalore,Indiranagar,Cafe,Medium,4418,Cafe,2134,Yes,No,1004.0,No,Yes
Bootlegger,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.0,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,High,847,Fine Dining,1582,No,No,1813.0,No,No
Bo's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,Low,1233,Fine Dining,2729,No,Yes,302.0,No,No
Boston Tea Party,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,High,4727,Fine Dining,2296,Yes,No,2221.0,No,Yes
Bourbon Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Saket, Delhi",Delhi,Saket,Cafe,Low,3565,Fine Dining,3414,No,Yes,342.0,No,No
Bridgehead Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.1,"Andheri, Mumbai",Mumbai,Andheri,Cafe,Low,1336,Cafe,2595,No,No,300.0,No,No
Brown Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Andheri, Mumbai",Mumbai,Andheri,Cafe,Medium,3628,Cafe,2529,No,Yes,797.0,No,No
Café Amazon,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.1,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,High,2752,Fine Dining,1120,No,No,2120.0,No,No
Cafe Barbera,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.4,"Andheri, Mumbai",Mumbai,Andheri,Cafe,Medium,2214,Fine Dining,4016,No,Yes,544.0,No,No
Café Café,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Edappally, Kochi",Kochi,Edappally,Restaurant,Medium,3452,Cafe,390,Yes,No,1104.0,No,Yes
